# salmonsen/2/9/Articles.lst
#
index|Titel og indhold|0004 0006
|Gaston de Foix|0493
|Gastonia|0493
|Gastornis|0493
|Gastr, Gastero, Gastro|0493
|Gastralgi|0493
|Gastrektasi|0493
|Gastrektomi|0493
|Gastricisme|0493
|Gastrilogi|0493
|gastrisk|0493
|gastriske Kriser|0493
|gastrisk Feber|0493
|Gastritis|0493
|Gastroadenitis|0493
|Gastrocele|0493
|Gastrochænidæ|0493-0494
|Gastrocnemius|0494
|Gastroduodenalkatarr|0494
|Gastrodyni|0494
|Gastroelytrotomi|0494
|Gastroenteritis|0494
|Gastroenterostomi|0494
|Gastrohysterotomi|0494
|Gastrointestinal|0494
|Gastromalaci|0494
|Gaströmantik|0494
|Gastromyzon|0494
|Gastronomi|0494
|Gastropacha|0494
|Gastropagus|0494
|Gastrophilus|0494
|Gastropoda|0494
|Gastropteron|0494
|Gastroptosis|0494
|Gastrorrhagi|0494
|Gastroskopi|0494
|Gastrosofi|0494
|Gastrospasme|0494
|Gastrostomi|0494
|Gastrotomi|0494
|Gastroxynsis|0494
|Gastrula|0494-0495
|Gastrykmaaler|0495
|Gastrykregulator|0495
|Gastræa-Teorien|0495
|Gastændeapparater|0495
|Gasudsugningsmaskine|0495
|Gasur|0495
|Gasutætheder|0495-0496
|Gasvand|0496
|Gasvandsamler|0496
|Gasvaskere|0496
|Gasvægt|0496
|Gasværk|0496
|Gaszyński, Konstanty|0496
|Gasæter|0496
|Gat (Endetarmsaabning)|0496
|Gat (By)|0496
|Gat (Hul)|0496
|Gata, Sierra de|0496
|Gateshead|0496
|Gatfinne|0496
|Gath|0496
|Gatha'er|0496
|Gat Hefer|0496
|Gathenhielm, Lars|0496-0497
|Gathy, August|0497
|Gâtinais|0497
|Gatkirtler|0497
|Gatling, Richard Jordan|0497
|Gatling-Kanon|0497
|Gatschet, Albert Samuel|0497
|Gatschina|0497
|Gattamelata, Stefano Giovanni|0497
|Gatteaux, Jacques Édouard|0497-0498
|Gatterer, Johann Christoph|0498
|Gatti, Bernardino|0498
|Gatty, Margaret|0498
|Gatun|0498
|Gau|0498
|Gau, Franz Christian|0498
|Gaucelm-Faidit|0498
|gauche|0498
|Gauchos|0498
|Gaucin|0498
|Gauda|0498-0499
|Gaudafil|0499
|Gaudanin|0499
|gaudeamus igitur|0499
|Gaudin, Martin Michel Charles|0499
|Gaudry, Albert|0499
|Gaudy, Franz Bernhard Heinrich Wilhelm|0499
|Gauermann, Jakob og Friedrich|0499-0500
|Gaufrering|0500
|Gaugamela|0500
|Gauguin, Jean René|0500
|Gauguin, Pauu|0500
|Gaul, August|0500
|Gaul, Gustav|0500-0501
|Gaula|0501
|Gaulanitis|0501
|Gaular|0501
|Gauli, Giovanni Battista|0501
|gaulois|0501
|Gault|0501
|Gaultheria|0501
|Gaultheriaolie|0501
|Gaultherylen|0501
|Gaultier, Denis og Jacques og Ennémond|0501-0502
|Gaultier|0502
|Gaultier, Leonhard|0502
|Gaunø|0502
|Gaupe|0502
|Gaupp, Ernst Wilhelm Theodor|0502
|Gauquié, Henri Desiré|0502
|Gaur (se Okser)|0502
|Gaur (Ruin)|0502
|Gaura|0502
|Gaurisankar|0502
|Gaurus|0502
|Gausdal (Herrred, vestre)|0502-0503
|Gausdal (Herred, østre)|0503
|Gausdal Højfjelds Sanatorium|0503
|Gauser, Sigbert Joseph Maria|0503-0504
|Gauss, Johann Carl Friedrich|0504-0505
|Gaussen, François Samuel Robert Louis|0505
|Gausta|0505
|Gaustad Sindssygeasyl|0505
|Gaut|0505
|Gaut, Jean Baptiste|0505
|Gautatyr|0506
|Gaute Ivarssøn|0506
|Gautherin, Jean|0506
|Gauthey, Emilian Marie|0506
|Gauthier, Charles|0506
|Gauthier-Villars|0506
|Gauthier-Villars, Henry|0506
|Gautier, Didier Johan Otto Christian|0506-0507
|Gautier, Émile Théodore Léon|0507
|Gautier, Théophile og Judith|0507-0508
|Gautrekssaga|0508
|Gautschen ell. Kauschning|0508
|Gautsch v. Frankenthurm, Paul|0508
|Gautvid|0508
|Gauzbert|0509
|Gavache|0509
|Gavarni, Paul|0509
|Gavarnie|0509
|Gavazzi, Alessandro|0509-0510
|Gave (jur.)|0510
|Gave (Bjergstrømme og Floder)|0510
|Gaveaux, Pierre|0510
|Gavelin, Axel|0510
|Gavelkind|0510
|Gave-Ræv|0510
|Gaveston|0510-0511
|Gavia|0511
|Gavialer|0511-0512
|Gavial-Krokodiller|0512
|Gaviniès, Pierre|0512
|Gavl|0512
|Gavlhus|0512
|Gavltag|0512
|Gavnraad|0512-0513
|Gavntræ|0513
|Gavotte|0513
|Gawler|0513
|Gay, D.|0513
|Gay, John|0513
|Gay, Sophie|0513
|Gay, Walter|0513
|Gay (se Ge)|0513
|Gaya|0513
|Gayal|0513
|Gayangos y Arce, Pascuál|0513-0514
|Gayarre, Julian|0514
|Gayer, Johann Karl|0514
|Gayette-Georgens, Jeanne Sophie Marie v.|0514
|Gay Lussac, Joseph Louis|0514
|Gay Lussacs Lov|0514
|Gay Lussacs Syre|0514
|Gay Lussit|0515
|Gaz|0515
|Gaza|0515
|Gaza|0515
|Gazania|0515
|Gaze|0515
|Gazelle Floden|0515-0516
|Gazelle Halvøen|0516
|Gazeller|0516
|Gazette|0516
|Gazette archéologique|0516
|Gazette des Beaux-Arts, la|0516
|Gazier, Louis Auguste Léon|0516
|Gazzaniga, Giuseppe|0516
|Gazzino, Giuseppe|0516
|Gazzoletti, Antonio|0516
|Gd|0516
|G-Dur|0516
|Ge (se Gaia)|0516
|Ge (kemisk Tegn)|0516
|Ge, Nikolaj Nikolajevitsch|0516
|Gear|0516
|Gearksutit|0516
|Geaster|0516
|Geater|0517
|Gebauer, Christian David|0517
|Gebauer, Jan|0517
|Gebauer, Johan Christian|0517-0518
|Geber|0518
|Gebhard, Albert|0518
|Gebhard, Hannes|0518
|Gebhard II, Truchsess von Waldburg|0518
|Gebhardt, Ludwig Albrecht|0518
|Gebhardt, Karl Franz Eduard von|0518
|Gebhardt, Oskar Leopold v.|0518-0519
|Gebhart, Émile|0519
|Gebr'er|0519
|Geburtsbrev|0519
|Gebweiler|0519
|Gebyr|0519
|Gebærder|0519
|Gecarcinus|0519
|Gecinus|0519
|Geckonidæ|0519
|Ged|0519
|Ged, William|0519
|Gedakt|0519
|Gedalia, Gottlieb Abrahamson|0519-0520
|Gedalja|0520
|Gedanit|0520
|Gedder|0520
|Geddes|0520
|Gede|0520
|Gedeblad|0520
|Gedebladfamilien|0520-0521
|Gedebo|0521
|Gedeboller|0521
|Gedefod (lille Stikkejern)|0521
|Gedefod (Instrument til Tandudtrækning)|0521
|Gedehaar|0521
|Gedehamse|0521-0523
|Gedemalker|0523
|Geder|0523-0526
|Gederams|0526
|Gedeskind|0526
|Gedeskæg|0526
|Gedetving|0526
|gedigen|0526
|Gedike, Friedrich|0526-0527
|Gedimin|0527
|Gédinnien|0527
|Gedis Tschai|0527
|Gedon, Lorenz|0527
|Gedrit|0527
|Gedrosia|0527
|Gedser|0527
|Gedsted|0527
|Gee Cross|0527
|Geefs, Willem og Joseph og Aloys|0527
|Geel, Jakob|0527
|Geel, Johannes Franciscus van og Johannes Lodovicus van|0528
|Geelmuyden, Christian Torber Hegge|0528
|Geelmuyden, Hans|0528
|Geelmuyden, Hans Christian|0528
|Geelong|0528
|Geelwinck-Bay|0528
|Geelwinck-Kanal|0528
|Geer|0529
|Geer|0529
|Geeraerdsbergen|0529
|Geert|0529
|Geertgen van (tot) Sint Jans|0529
|Geertruidenberg|0529
|Geerts, Karel Hendrik|0529
|Geertz, Julius|0529
|Geerz, Franz Heinrich|0529
|Geest|0529
|Geestemünde|0529
|Geete, Erik og Knut Robert|0529-0530
|Geffcken, Friedrich Heinrich|0530
|Geffrard, Fabre|0530
|Geffroy, Gustave|0530
|Geffroy, Mathieu Auguste|0530-0531
|Gefion|0531
|Gefle|0531
|Gefleborg Len|0531-0532
|Gefn|0532
|Gefrejter|0532
|Gegenbaur, Karl|0532-0533
|Gegenschein|0533
|Geger|0533
|Gegerfelt, Carl Fredrik Victor v.|0533
|Gegerfelt, Vilhelm von|0533
|Gehalt|0533
|Gehasi|0533
|Gehejmearkiv|0533
|Gehejmeetatsraad|0533
|Gehejmekabinetsminister|0533
|Gehejmekonferensraad|0533
|Gehejmekonseil|0533-0534
|Gehejmeraad|0534
|Gehejmestatsraadet|0534
|Gehenna|0534-0535
|Gehin|0535
|Gehlenit|0535
|Gehrmann, Georg Andreas|0535
|Gehrts|0535
|Gehør (musikalsk)|0535
|Gehør (i Jagtsproget)|0535
|Geib, Carl Gustav|0535
|Geibel, Emanuel|0535-0536
|Geier, Florian|0536
|Geiger, Abraham|0536
|Geiger, Franz|0536
|Geiger, Lazarus|0536
|Geiger, Ludwig|0536
|Geiger, Nicolaus|0537
|Geiger, Wilhelm|0537
|Geijer, Erik Gustaf|0537-0538
|Geijer, Per Adolf|0538
|Gejerstam, Gustaf af|0538-0539
|Gejerstam, Karl Johan af|0539
|Geikie, Archibald og James|0539
|Geikielit|0539
|Geiler, Johannes, af Kaisersberg|0539-0540
|Geill, Peter Christian Frederik|0540
|Geilnau|0540
|Geinitz, Hans Bruno|0540
|Geir|0540
|Geirahod|0540
|Geiranger|0540
|Geiregat, Pieter|0540-0541
|Geirmundr heljarskinn|0541
|Geirrød|0541
|Geirsvold, Magnus Meklenborg|0541
|Geisa|0541
|Geisenheim|0541
|Geiserik|0541
|Geisha|0541
|Geister, Christian Peder Vilhelm|0541
|Geisler, Paul|0541-0542
|Geisli|0542
|Geislingen|0542
|Geismar, Eduard Osvald|0542
|Geismar, Frederik Kaspar|0542
|Geison|0542
|Geissel, Johannes v.|0542
|Geissler, Heinrich|0542
|Geisslerrør|0542-0543
|Geist, Christian|0543
|Geistinger, Marie|0543
|Geitel, Hans|0543
|Geitners Sats|0543
|Geitonogami|0543
|Geitser|0543
|gejl|0543
|Gejrfugl|0543
|Gejrfugladrangr|0543
|Gejrfuglasker|0543
|Gejrvimul|0543
|Gejser|0543
|Gejst|0543
|gejstlige Ordener|0543
|gejstlige Retter|0543-0544
|geistlige Skuespil|0544
|Gejstlighed|0544
|Gekkoer|0544-0545
|Gela (oldgr. By)|0545
|Gela (se Guadalcanar)|0545
|Gelada-Bavian|0545
|Gelanthum|0545
|Gelasius|0545-0546
|Gelatine|0546
|Gelatinekapsler|0546
|Gelatineplade|0546
|Gelatinkræft|0546
|Gelatinografi|0546
|Gelbbrænding|0546
|Gelbin|0546
|Gelder, Aert de|0546
|Gelderland|0546-0547
|Geldern (gl tysk Hertugdømme)|0547
|Geldern (v)|0547
|Geldner, Karl Friedrich|0547
|Gelé|0547
|Gèle, Alphonso v.|0547
|Geled|0547-0548
|Gelédannelse|0548
|Geleff, Poul Johansen|0548
|Gelenau|0548
|Gelert, Johannes Sofus|0548
|Gelert, Otto|0548
|Gelésvampe|0548
|Gelgja|0548
|Gelidiaceæ, Gelidium|0548
|Gelimer|0548
|Gellée, Claude|0548-0549
|Gellerstedt, Albert Teodor|0549
|Gellert, Christian Fürchtegott|0549-0550
|Gelli, Giovanni Battista|0550
|Gellig, J.|0550
|Gellius, Aulus|0550
|Gellivare|0550
|Gelma|0550
|Gelmetti, Luigi|0550-0551
|Geinhausen|0551
|Gelon|0551
|Gelose|0551
|Gelsemin ell. Gelseminin|0551
|Gelsenkirchen|0551
|Gelskov|0551
|Gelting Bugt|0551
|Gelton, Toussaint|0551
|Gelænder|0551
|Gemada|0551
|Gemak|0551
|Gemal|0551-0552
|Gemappe|0552
|Gemara|0552
|Gembloux|0552
|gemen|0552
|Gemen, Gotfred af|0552
|gemene Bogstaver|0552
|Gemination|0552
|Gemini|0552
|Geminiani, Francesco|0552
|Geminos|0552
|Gemito, Vincenzo|0552
|Gemlik|0552
|Gemma (astron.)|0552
|Gemma (bot.)|0552
|Gemma, Rainer|0552
|Gemmellaro, Gaetano Giorgio|0552
|Gemmer|0552-0553
|Gemmesamlinger|0553
|Gemmi|0553-0554
|gemmipar|0554
|Gemoniæ ell. Gemonii|0554
|Gemperlin, Tobias|0554
|Gemse|0554-0555
|Gemserod|0555
|Gemshorn|0555
|gemtfrøede|0555
|Gemyse|0555
|Gemyt|0555
|Gen|0555
|Genala, Francesco|0555
|Genant|0555
|Genappe|0555
|Genappegarn|0555
|Genazzano|0555
|Genberg, Anton|0555
|Genberg, Paulus|0555-0556
|Gendaab|0556
|Gendarmer|0556
|Gendron, Auguste|0556
|Gendøbere|0556-0557
|Gêne|0557
|Genealogi|0557-0559
|Genée, Adelina|0559
|Genée, Richard Franz Friedrich|0559-0560
|Genée, Rudolf|0560
|Genelli, Bonaventura og Camillo|0560
|Genepi-Urter|0560
|General|0560
|Generaladjutant|0560
|Generaladmiral|0560
|Generaladvokat|0560-0561
|Generaladvokat (i Norge)|0561
|Generalafstemning|0561
|Generalagent|0561
|Generalangivelse|0561
|Generalauditør|0561
|Generalbalance|0561
|Generalbaptister|0561
|Generalbas|0561
|General-Court|0562
|Generaldebat|0562
|Generaldecisorat|0562
|Generaldirektorat|0562
|Generaldirektør|0562
|Generaldivisor|0562
|generale Kurs og Distance|0562
|Generalfeltmarskal|0562
|Generalfelttøjmester|0562
|Generaltiskal|0562
|Generalforklaring|0562-0563
|Generalforpagter|0563
|Generalforsamling|0563
|Generalfuldmagt|0563
|Generalguvernør|0563-0564
|Generalier|0564
|Generalife|0564
|Generalintendant|0564
|Generalisation|0564
|generalisere|0564
|Generalissimus|0564
|Generalitet|0564
|Generalitetslande|0564
|Generalitets- og Kommissariatskollegiet|0564
|Generalkaptajn|0564
|Generalkirkeinspektionskollegiet|0564-0565
|Generalkirkekommissarius|0565
|Generalkommando|0565
|Generalkommissariat eller Generalkommissariatkollegium|0565
|Generalkommissionen|0565-0566
|Generalkonsul|0566
|Generalkontrolør|0566
|Generalkort|0566
|Generalkrigsadvokat|0566
|Generalkrigsdirektorium|0566
|Generalkrigskommissær|0566
|Generalkrigsret eller Armékrigsret|0566
|Generalkvartermester|0566
|Generalkvittering|0566
|General-Landets - Økonomi- og Kommercekollegium|0566
|Generallandvæsenskollegiet|0566-0567
|General-Landvæsenskommission|0567
|Generallæge|0567
|Generalløjtnant|0567
|Generalmajor|0567
|Generalmarch|0567
|Generalnævner|0567
|Generalpardon|0567
|Generalpause|0567
|Generalpostamt|0567
|Generalpostdirektion|0567
|Generalprokurør|0567-0568
|Generalprævention|0568
|Generalprøve|0568
|Generalraad|0568
|Generalrulle|0568
|Generalstab|0568-0569
|Generalstabskort|0569
|Generalstabsrejser|0569
|Generalstabsskole|0569
|Generalstaterne|0569
|Generalstænderne|0569
|Generalsuperintendent|0569
|Generaltolddirektorat|0569
|Generaltoldkammer- og Kommercekollegium|0570
|Generalvarekonto|0570
|Generalvejkommissionen|0570
|Generalvikar|0570
|Generation|0570
|Generationsskifte|0570-0571
|Generationsveksel|0571
|generatio spontanea|0571
|generatio æquivoca|0571-0572
|generativ Celle|0572
|Generator|0572
|Generatorfyring|0572
|Generatorgas|0572
|Generatorovn|0572
|Generatorvandgas|0572
|Generatrix|0572
|genere|0572
|generel|0572
|generel Parese|0572
|generere|0572
|generisk|0572
|generisk|0572
|Generoso|0572
|generøs|0572
|Genesco|0572
|Genesee|0572
|Geneseo|0572
|Genesios, Josefos|0573
|Genesis|0573
|Genestet, Peter Augustus de|0573
|genetisk|0573
|Genetiv|0573
|Genetrix|0573
|Genette (se Desmerdyr)|0573
|Genette (orientalsk Mundbid)|0573
|Genetteskind|0573
|Genetz, Arvid Oskar Gustaf|0573
|Geneva|0573
|Genève|0573-0576
|Genèver|0576
|Geneviève|0576
|Genévois, Le|0576
|Genèvre|0576
|Genezareth|0576
|Genf|0576
|Genferkorset|0576
|Genfersøen eller Lac Léman|0576-0577
|Genf-Konventionen.|0577-0578
|Genforsikring|0578-0579
|Genfærd|0579
|Genfødelse|0579-0580
|Genga, A della|0580
|Genga, Girolamo og Bartolommeo|0580
|Genganger|0580-0581
|Gengældelsesteorien|0581
|Gengærd|0581
|Geni|0581-0582
|genial|0582
|Genier|0582
|Genil|0582
|Génin, François|0582
|Genip-|0582
|Genista|0582
|Genitalia|0582
|Genitiv|0582
|Genitschesk|0582
|Genius|0583
|Genkendelse|0583
|Genklang|0584
|Genkomst, Kristi|0584
|Genkøbsret|0584
|Genlis, Stéphanie Félicité, Grevinde af|0584
|Genlyd|0584
|Gennadios|0584-0585
|Gennadius|0585
|Gennah|0585
|Gennargentu|0585
|Gennaris-Stribe|0585
|genne|0585
|Gennemblæsning|0585
|Gennembrydning|0585
|Gennernfartstold|0585
|Gennemføring|0585
|Gennemgang (astron.)|0585
|Gennemgang (mineralog.)|0585
|Gennemgangsnoder|0585
|Gennemgangstog|0585
|Gennemgangsvogn|0585
|gennemkomponeret|0585
|Gennemliggen|0585
|Gennemmarch|0585
|Gennemprægning|0585-0586
|Gennemridning|0586
|gennemsigtigt|0586
|gennemskinneligt|0586
|Gennemskæring|0586
|Gennemsnit|0586
|Gennemsnitsregning|0586
|gennemstaaende Galle|0586
|Gennemtrængelighed|0586
|Gennesaret|0586
|Gennevilliers|0586-0587
|Genoptagelse|0587
|Genossenschaft|0587
|Genotype|0587
|Genoud|0587
|Genova|0587-0591
|Genovese, B.|0591
|Genoveva|0591
|Genpart|0591
|Genre|0591
|Genremaleri|0591-0592
|Genro-in|0592
|gens|0592
|Gensan|0592
|Kort over Fyn, Langeland og Ærø|0593
|Genserik|0595
|gensidig Kontrakt|0595
|gensidigt Testamente|0595
|Genskin|0595
|Gensler|0595
|Gensonné, Arnaud|0595
|Gent|0595-0597
|Gent, Alphonse|0597
|Gent, Justus v.|0597
|Gentagelse|0597
|Gentagelsesstraf|0597
|Genteles Grønt|0597
|Genthin|0597
|Genthit|0597
|Gentiana|0597-0598
|Gentianaceæ|0598
|Gentianin|0598
|Gentianrod|0598
|gentil|0598
|Gentil, Emile|0598
|Gentile|0598-0599
|Gentile da Fabriano|0599
|gentiles|0599
|gentilhomme|0599
|Gentili, Alberico|0599
|Gentilly|0599
|Gentiogenin|0599
|Gentiopikrin|0599-0600
|Gentisin|0600
|Gentleman|0600
|gentlemanlike|0600
|Gentlemanridt|0600
|Gentlmanrytter|0600
|Gentofte|0600
|Gentry|0600-0601
|Gentryksform|0601
|Gentz, Friedrich von|0601
|Gentz, Wilhelm Karl og Ismael|0601-0602
|Genu|0602
|Genua|0602
|Genufleksion|0602
|genuin|0602
|genuin Epilepsi|0602
|Genus (se Slægt)|0602
|Genus (gram.)|0602
|genus irritabile vatum|0602
|Geny, François|0602
|Genzano di Roma|0602
|Geo.|0602
|geoantiklinal|0602
|geocentrisk|0602
|geocentrisk Verdenssystem|0602
|Geococcyx|0602
|Geocores|0602
|geocyklisk|0602
|Geode|0602
|Geodynamik|0602
|Geodæsi|0603
|Geodæt|0603
|geodætisk Kurve|0603
|geodætisk Linie|0603
|Geofagi|0603
|Geoffrey of Monmouth|0603
|Geoffroy, Jean|0603
|Geoffroy, Jean Marie Michel|0603
|Geoffroy, Julien Louis|0603
|Geoffroy,Stephan Franz og Claude Joseph|0603-0604
|Geoffroyabark|0604
|Geoffroy Saint-Hilaire, Étienne og Isidore|0604
|Geofiler|0604
|Geofysik ell. Jordfysik|0604
|Geofytter|0604-0605
|Geogeni|0605
|Geoglossum|0605
|Geognosi|0605
|Geografen fra Ravenna|0605
|Geografi|0605-0611
|geografisk Bredde|0611
|geografiske Kongresser|0611
|geografiske Selskaber|0611-0612
|geografisk Længde|0612
|geografisk Mil|0612
|Geographebay|0612
|Geographe Channel|0612
|Geoide|0612
|Geoisotermer|0612
|geokarp|0612
|Geokronit|0612
|Geok-Tepe ell. Gök-Tepe|0612
|Geolog|0612
|Geologi|0612-0615
|Geological Society of London|0615
|geologiske Kort|0615
|geologiske Orgler|0615
|geologiske Selskaber|0615
|geologiske Undersøgelser|0616
|geologisk Formation|0616
|geologisk Profil|0616
|Geomantik|0616
|Geometer|0616
|Geometri|0616-0618
|Geometridæ|0618
|geometriske Stils Tid|0618
|geometrisk Middeltal|0618
|geometrisk Optik|0618
|geometrisk Progression|0618
|geometrisk Række|0618
|geometrisk Sted|0618
|Geomys|0618
|Geonim|0618
|Geonomi|0618
|Geophagus|0618
|Geophilidæ|0618
|Geoplane|0619
|Geoplastik|0619
|Geoponika|0619
|Georama|0619
|Georg, Sankt|0619
|Georg (dansk prins)|0619-0620
|Georg (se Crni, G.)|0620
|Georg I (Konge af Storbritannien og Irland)|0620
|Georg II (Konge af Storbritannien og Irland)|0620-0621
|Georg III (Konge af Storbritannien og og Irland)|0621-0622
|Georg IV (Konge af Storbritannien og Irland)|0622-0623
|Georg V (Konge af Storbritannien og Irland)|0623
|Georg V (Konge i Hannover)|0623-0624
|Georg I (Hellenernes Konge)|0624-0625
|Georg|0625
|Georg (Hertug af Braunschweig-Lüneburg)|0625
|Georg den Skæggede|0625-0626
|Georg II (Hertug af Sachsen-Meiningen)|0626
|Georg Frederik|0626
|Georg Ludvig|0626
|Georg Vilhelm|0626
|George (Distrikt i Kap-Kolonien)|0626
|George, Henry|0626-0628
|George, Stefan|0628
|George Dandin|0628
|Georgenberg|0628
|Georgeisme|0628-0629
|Georgens|0629
|Georgenthal, Sankt|0629
|Georges, Karl Ernst|0629
|Georges, Marguerite-Joséphine Weymer|0629-0630
|George Sand, A.|0630
|George-Sø|0630
|Georgetown (Hovedstad i britisk Guayana)|0630
|Georgetown (se Ascension)|0630
|Georgetown (By i de engelske Straits-Settlements)|0630
|Georgetown (Byer i U. S. A.)|0630
|Georgetown (Hovedstad paa Grenada og By paa Tasmanien)|0630
|Georgević, Vladan|0630
|Georgi, Karl August|0630
|Georgia|0630-0631
|Georgian Bai|0631
|Georgia-Stræde|0631
|Georgica|0631
|Georgien|0631-0632
|Georgiere|0632
|Georgijevsk|0632
|Georgine|0632
|Georgios Monachos|0632
|Georgiske Øer|0632
|georgisk Sprog og Litteratur|0632-0633
|Georg Kastriota|0633
|Georg Podiebrad|0633
|Georgsdaler|0633
|Georgskanalen|0633
|Georgsorden|0633-0634
|Georgswalde|0634
|Geoskopi|0634
|Geosot|0634
|Geostatik|0634
|Geostereoplastik|0634
|geosynklinal|0634
|Geotektonik|0634
|geotermisk Maal|0634
|Geotropisme|0634
|Geotrupes|0634
|Gepard eller Jagtleopard|0634-0635
|Gephyrea|0635
|Gepider|0635
|Gera (By og Flod)|0635
|Gera (se Guadalcanar)|0635
|Gerace|0635
|Geraldton|0635
|Geraniaceæ|0635
|Geranial|0635
|Geraniales|0635
|Geraniol|0635
|Geranium|0635-0636
|Geraniumolie|0636
|Geranomorphæ|0636
|Gerar|0636
|Gérard, Balthasar|0636
|Gérard, Cécile Jules Basile|0636
|Gérard, Étienne Maurice|0636-0637
|Gérard, François Pascal|0637
|Gérard, J.|0637
|Gerard, Nikolaj Nikolajevits|0637
|Gérardmer|0637
|Gerasa|0637
|Gerbel-Embach, Karl Nicolaus|0637
|Gerber, Carl Friedrich Wilhelm von|0637-0638
|Gerber, Ernst Ludwig|0638
|Gerber, Johann Gottfried Heinrich|0638
|Gerbert|0638
|Gerbert, Martin|0638
|Gerbert de Montreuil|0638
|Gerbier de Jonc|0638
|Gerbillus|0638
|Gerbstedt|0638
|Gercken, Johan Diderick|0638
|Gerda|0639
|Gerde|0639
|Gere den graadige|0639
|Gere (dansk-skaansk Adelsæt)|0639
|Gere (Skibsbyggerbenævnelse)|0639
|gerere|0639
|Geres|0639
|Gergelimolie|0639
|Gergesenerne|0639
|Gergis|0639
|Gergonne, Joseph Diez|0639
|Gergovia|0639
|Gerhard den Stridbare|0639
|Gerhard (holstenske Grever og sønderjyske Hertuger)|0639-0640
|Gerhard, Friedrich Wilh. Eduard|0640-0641
|Gerhard, Johann|0641
|Gerhard, Johan Frederik|0641
|Gerhardinere|0641
|Gerhardt, Carl Adolf Jakob Christian|0641
|Gerhardt, Charles Fred.|0641-0642
|Gerhardt, Dagobert, v.|0642
|Gerhardt, Paulus|0642
|Gerhardtit|0642
|Gerhoh af Reichersberg|0642-0643
|Géricault, Jean Louis André Théodore|0643
|Gerigt|0643
|Gering, Hugo|0643
|Gering, Ulrich|0643-0644
|Geringswalde|0644
|Gerlach, Carl Ludvig|0644
|Gerlach, Ernst Ludwig von|0644
|Gerlach, Georg Daniel|0644-0645
|Gerlach, Joseph von|0645
|Gerlach, Leopold|0645
|Gerlach, Vilhelmine Léocadie Theresia|0645
|Gerlache, Étienne Constantin, Baron de|0645
|Gerlache de Gomery, Adrien de|0645-0646
|Gerlos|0646
|Germa, Maurice|0646
|Germain, Sophie|0646
|Germand|0646
|Germaner|0646
|Germania (rom. Navn for Tyskland)|0646
|Germania (Navn paa Dampskib)|0646
|Germania Land|0646-0647
|Germanicia|0647
|Germanicus, Gajus Ju1ius Cæsar|0647
|germanisere|0647
|Germanisme|0647
|Germanist|0647-0648
|Germanium|0648
|Germanos|0648
|German rule|0648
|German silver|0648
|germanske Sprog|0648
|germansk Filologi eller Germanistik|0648-0650
|germansk Folkeret|0650
|Germantown|0650
|Germasír|0650
|Germer, Heinrich|0650-0651
|Germersheim|0651
|germinal|0651
|Gerner, Henrik (dansk Biskop)|0651
|Gerner, Henrik (dansk Skibskonstruktør og Søofficer)|0651
|Gerner, William Marius|0652
|Gerningsmand|0652
|Gernrode|0652
|Gernsbach|0652
|Gernsheim|0652
|Gernsheim, Friedrich|0652
|Gerok, Karl|0652
|Gerokomi|0652
|Gerold's Sohn, Carl|0652-0653
|Gerolstein|0653
|Gérôme, Jean Léon|0653
|Gerona|0653-0654
|gerondif, le|0654
|Geronter|0654
|Gerontoxon|0654
|Gerreksson, Jón|0654
|Gerresheim|0654
|Gerrha|0654
|Gerrighed|0654-0655
|Gerris|0655
|Gerrymander|0655
|Gers|0655
|Gersau|0655
|Gersch|0655
|Gersdorf|0655
|Gersdorff|0655-0656
|Gersdorff, Hermann Konstantin|0656
|Gersdorff, Joachim|0656-0657
|Gersdorffit|0657
|Gerseme|0657
|Gershom, ben Jehuda|0657
|Gerson, George|0657
|Gerson, Jean Charlier de|0657
|Gerson, Julius Christian|0657
|Gerson, Wojciech Albert|0658
|Gersonides|0658
|Gerstenberg, Heinrich Wilhelm|0658
|Gerstenberg, Heinrich Wilhelm Thuerecht von|0658
|Gerster, Etelka|0658
|Gerstner, Franz Joseph v. og Franz Anton v.|0658-0659
|Gerstäcker, Friedrich|0659
|Gerstäcker, Karl Eduard Adolf|0659
|Gersuny, Robert|0659
|Gert|0660
|Gertner, Johan Vilhelm|0660
|Gertrud (dansk Dronning)|0660
|Gertrud (fl. tyske hellige Kvinder)|0660
|Gertrude, Sankta|0660
|Gertz, Martin Clarentius|0660-0661
|gerundium|0661
|gerundivum|0661
|Gerusia|0661
|Gérusez, Nicolas Eugène|0661
|Gervais, Alfred Albert|0661
|Gervais, Paul|0661-0662
|Gervasius af Tilbury|0662
|Gervendel|0662
|Gervex, Henri|0662
|Gervinus, Georg Gottfried|0662-0663
|Gerwig, Robert|0663
|Geryones|0663
|Ges|0663
|Gesalik|0663
|Gesandt|0663-0665
|Gesandtskab|0665
|Geandtskabsret|0665
|Geschenen|0665
|Geschworner|0665
|Geseke|0665
|Gesell|0665
|Geselschap, Eduard og Friedrich|0665
|Gesenius, Heinrich Friedrich Wilhelm|0665-0666
|Gesenk|0666
|Geser|0666
|Gesims|0666
|Gesner, Johann Matthias|0666
|Gesner, Konrad von|0666
|Gesneria|0666-0667
|Gesneriaceæ|0667
|Gespanschaft|0667
|Gespenst|0667
|Gespon ell. Gespan|0667
|Ges(s)er Chan|0667
|Gessi, Romolo|0667
|Gessius Florus|0667
|Gessler, Hermann|0667
|Gessner, Salomon|0667-0668
